# traceability.txt  —  bsv-universal-sdk
# Authoritative requirement index (REQ-TRACE-001). Generated as a SKELETON.
#
# Format:  REQ-ID | spec-section | status | code-path(s) | test-id(s) | notes
# status in {OPEN, IN-PROGRESS, IMPLEMENTED, VERIFIED, DEPENDS-ON-SOURCE, DEPENDS-ON-VERIFICATION, DEPENDS-ON-DECISION, BLOCKED}
#
# HONESTY CONVENTION (read before trusting any row):
#  - Nothing is built yet. Every row is OPEN or a DEPENDS-*/BLOCKED dependency. There are zero
#    IMPLEMENTED/VERIFIED rows by construction.
#  - code-path(s) and test-id(s) are TARGETS (intended locations / governing test obligations),
#    NOT claims that code or tests exist. A row may move to IMPLEMENTED only when its code paths
#    exist; to VERIFIED only when its tests exist and pass in `pnpm ci` AND any DEPENDS-* is discharged
#    (REQ-TRACE-002).
#  - test-id(s) reference real REQ-TEST-* obligations defined in the spec, not invented filenames.
#  - The source documents have been READ this session (they were ZIP archives with extracted text,
#    not image-only PDFs). Residual DEPENDS-ON-SOURCE = absent codebases (bsv-poker / D6 binding) and
#    the absent Savanah-Wright [2019] threshold-ECDSA paper. DEPENDS-ON-VERIFICATION = live
#    BSV/Teranode nSequence enforcement (REQ-TIME-004). DEPENDS-ON-DECISION = per-module design
#    choice (REQ-FAIR-002 in-script-EC, REQ-FAIR-003 TEE). BLOCKED = premise disproven
#    (REQ-SQL-001: the on-chain-SQL substrate does not exist; superseded by REQ-JRNL-002..005).
#  - `pnpm trace` must regenerate/verify this file; counts here MUST match spec §18.
#
# STATUS TALLY (this file): total=164
#   OPEN                     157
#   IN-PROGRESS              0
#   IMPLEMENTED              0
#   VERIFIED                 0
#   DEPENDS-ON-SOURCE        3
#   DEPENDS-ON-VERIFICATION  1
#   DEPENDS-ON-DECISION      2
#   BLOCKED                  1
#   ----  core REQs = 121  |  module REQs = 43  ----
#   (+10 REQ-SEC-* added by SECURITY-HARDENING.md — ESTATES-audit hardening; SECTION §20.
#    Each REQ-SEC conforms to ESTATES' VERIFIED CI-green fix (file:symbol confirmed present),
#    not just the audit prose — see SECURITY-HARDENING.md §1A reference table.)

REQ-ID            | SECTION                                      | STATUS                  | CODE-PATH(S) [target]                                                   | TEST-ID(S) [target]                            | NOTES
REQ-SEC-008       | §20 SECURITY-HARDENING.md §2                 | OPEN                    | packages/script-templates-ts/**                                        | REQ-TEST-001                                   | ESTATES audit #8 (MEDIUM): covenant/bank predicate MUST bind via sighash-preimage introspection to the spent outpoint, prior covenant script, rules hash, state transition, and canonical action proof so recipient+amount derive from canonical state; pure 'pays X / re-locks residual' predicate is a unit-test oracle only. Sharpens REQ-TPL-004/009. Automatic reject for value-bearing covenants.
REQ-SEC-009       | §20 SECURITY-HARDENING.md §2                 | OPEN                    | packages/protocol-types/**                                             | REQ-TEST-005                                   | ESTATES audit #9 (MEDIUM): one strict hex/bytes codec everywhere (/^(?:[0-9a-fA-F]{2})+$/), rejecting odd length/empty/non-hex/wrong decoded length; ad-hoc parseInt+length/2 banned; adversarial input -> typed rejection, never silent zero-bytes (supports REQ-ENG-004 never-throws). check:bans may flag ad-hoc hex parsing. Automatic reject.
REQ-SEC-010       | §20 SECURITY-HARDENING.md §2                 | OPEN                    | tooling/ci/**, package.json, apps/client-web/**, apps/desktop/**       | REQ-TEST-009, REQ-TEST-011                     | ESTATES audit #10 (MEDIUM): pnpm ci MUST build every shippable app (client-web vite build + desktop/Tauri config) and run an adversarial-protocol battery (negatives for REQ-SEC-001..009); no app silently excluded from tsconfig/CI; requirement-with-no-test or app-not-built = failing trace, not a pass. Sharpens REQ-BUILD-007/REQ-CLIENT-003/004. Automatic reject.
REQ-MOD-IB-001    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-002    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | Combined-entropy deck grounded in verified architecture (commit-reveal + deterministic derivation). Exact shuffle algebra for concealed-hand variants -> shuffle source.
REQ-MOD-IB-003    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-004    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-005    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-006    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-007    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-008    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | Fold-without-reveal grounded in architecture; concealed-hand variants gated by REQ-SCOPE-003.
REQ-MOD-IB-009    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-010    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-011    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-IB-012    | spec/modules/in-between-spec.md              | OPEN                    | packages/modules/games/in-between/**                                    | REQ-MOD-IB-010, REQ-MOD-IB-011, REQ-MOD-IB-012 | -
REQ-MOD-POKER-001 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Grounded: deck Setup->Shuffling(N,commitStage)->Ready->Playing; card Minted->Drawn->Revealed->Discarded; covenant state in locking-script data-push (no OP_RETURN); card=UTXO under Q=ΣP, selection=spend. GB2616862 'B' grant status unconfirmed vs project 'A' copy.
REQ-MOD-POKER-002 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Ban conversion grounded: source CLTV reveal-deadline/expire -> nLockTime-raced expire (the pattern the source's own §9.4 abort bundle already uses). Source commitments already OP_RETURN-free; BSVM batch-DA OP_RETURN must be replaced if BSVM anchoring used.
REQ-MOD-POKER-003 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Implements ContractModule with byte-identical TS<->Go replay (REQ-TEST-003).
REQ-MOD-POKER-004 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Settlement = threshold ECDSA (Savanah-Wright): one sig under Q, no party holds w. Savanah-Wright paper NOT in project files (transitive DEPENDS-ON-SOURCE). Value gated on SCOPE-003.
REQ-MOD-POKER-005 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Fold-without-reveal grounded: unselected cards' combined keys remain committed and unopened (shuffle Protocol A).
REQ-MOD-POKER-006 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Betting: cooperative + nLockTime-timeout branches; liveness via pre-signed threshold-signed abort bundle (§9.4) with nLockTime schedule; normal-path overrides as double-spend. Side/split pots conserve value (REQ-ENG-006).
REQ-MOD-POKER-007 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Reveal: single-use consensus-timestamped ECDH token bound to block height + recipient-only decryption; on-chain face-commitment opening H(f||r)=c. CONFIDENTIALITY DEPENDS ON TEE (REQ-FAIR-003: confirm scope; P-256 vs secp256k1 gap; UI-layer bound). Declare fairness level (FAIR-001); L5 needs in-script-EC (FAIR-002) else justified L4.
REQ-MOD-POKER-008 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | No-regression: import vectors from absent bsv-poker repo once located (NODE-001); negative+positive batteries + poker-e2e (§14); vectors REQ-TEST-006.
REQ-MOD-POKER-009 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Declared trust surface: the source's 10 assumptions (Table 5) — DDH/ECDSA/HKDF-AEAD-SHA256/BSVM-integrity/BSV-Nakamoto/TEE/partial-synchrony/NIST-SP800-90B-RNG/off-chain-exec/Runar-compilation — carried in assumptions[]; concrete content of the SCOPE-003 gate for poker. Appendix §31 has formal proofs (cited).
REQ-MOD-POKER-010 | spec/modules/poker-spec.md                   | OPEN                    | packages/modules/games/poker/**                                         | REQ-MOD-POKER-007, REQ-MOD-POKER-008           | Dispute resolution (source §10): 4 replayable classes (stage-p lie via H(S_p||a||pi)=c_p re-encryption check; withheld disclosure -> deadline-slash; out-of-protocol Q_j spend -> mempool-monitor+freeze; trace mismatch -> deterministic replay). Enforces declared fairness level.
REQ-MOD-LAND-001  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-002  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-003  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-004  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | Conservation on subdivide/merge: output parcel commitments derivable from consumed deed(s) per declared rule.
REQ-MOD-LAND-005  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-006  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-007  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-008  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-009  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-LAND-010  | spec/modules/land-title-spec.md              | OPEN                    | packages/modules/registries/land-title/**                               | REQ-MOD-LAND-009, REQ-MOD-LAND-010             | -
REQ-MOD-TEA-001   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-002   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-003   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | Integer minor units only; NO float in money/consensus arithmetic. Single declared rounding rule at one point.
REQ-MOD-TEA-004   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-005   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-006   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | OVERCLAIM GUARD: state 'batch reconciliation replaced by continuous structural derivability', NOT 'reconciliation eliminated'.
REQ-MOD-TEA-007   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-008   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | Reframed: journal-entry commitment via appendJournalEntry (REQ-JRNL-002), Merkle-field-tree root in locking-script data-push, OP_RETURN-free, deterministic. No SQL. SOURCE-CONFORMANCE.md §3.
REQ-MOD-TEA-009   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-010   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
REQ-MOD-TEA-011   | spec/modules/triple-entry-accounting-spec.md | OPEN                    | packages/modules/registries/triple-entry-accounting/**                  | REQ-MOD-TEA-010, REQ-MOD-TEA-011               | -
# End of traceability.txt skeleton. Grand total = 154 requirements (core 111 + module 43). Conformed to read sources; see SOURCE-CONFORMANCE.md.
